,Survived,Pclass,Age,SibSp,Parch,Fare,female,male,CA. 2343,1601,347082,3101295,347088,CA 2144,S.O.C. 14879,382652,LINE,PC 17757,C23 C25 C27,G6,B96 B98,C22 C26,D,F33,E101,F2,B49,E25,S,C,Q
817,0,0.5,0.38426740387031916,0.125,0.16666666666666666,0.07222738817151159,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
818,0,1.0,0.5350590600653431,0.0,0.0,0.012589561555343713,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
820,1,0.0,0.648152802211611,0.125,0.16666666666666666,0.18249984580226933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
821,1,1.0,0.33400351847197784,0.0,0.0,0.016908073949327893,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
822,0,0.0,0.4722292033174164,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
823,1,1.0,0.33400351847197784,0.0,0.16666666666666666,0.024349578357040744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
825,0,1.0,0.36792055349407915,0.0,0.0,0.013565496559633922,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
826,0,1.0,0.36792055349407915,0.0,0.0,0.11027245763075773,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
828,1,1.0,0.36792055349407915,0.0,0.0,0.015126992566498259,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
829,1,0.0,0.7738125157074642,0.0,0.0,0.15614960068643363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
830,1,1.0,0.18321186227695402,0.125,0.0,0.028212719478023115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
831,1,0.5,0.005152048253329982,0.125,0.16666666666666666,0.03659756266088288,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
832,0,1.0,0.36792055349407915,0.0,0.0,0.014110458666029575,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
833,0,1.0,0.2837396330736366,0.0,0.0,0.015330377421392339,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
834,0,1.0,0.22090977632571,0.0,0.0,0.016200521071217493,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
836,0,1.0,0.2586076903744659,0.0,0.0,0.016908073949327893,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
837,0,1.0,0.36792055349407915,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
838,1,1.0,0.39683337521990447,0.0,0.0,0.11027245763075773,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
839,1,0.0,0.36792055349407915,0.0,0.0,0.057970539254838485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
840,0,1.0,0.24604171902488062,0.0,0.0,0.015468569817999833,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
841,0,0.5,0.19577783362653933,0.0,0.0,0.020494635090094415,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
843,0,1.0,0.4282483035938678,0.0,0.0,0.012565163180236457,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
844,0,1.0,0.20834380497612465,0.0,0.0,0.016908073949327893,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
845,0,1.0,0.5224930887157577,0.0,0.0,0.014736618564782174,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
847,0,1.0,0.4345312892686604,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
848,0,0.5,0.34656948982156316,0.0,0.16666666666666666,0.06441171028315387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
851,0,1.0,0.9246041719024881,0.0,0.0,0.015175789316712771,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
853,1,0.0,0.19577783362653933,0.0,0.16666666666666666,0.07690367833806856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
854,0,0.5,0.5476250314149284,0.125,0.0,0.050748620223090936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
855,1,1.0,0.22090977632571,0.0,0.16666666666666666,0.018249984580226933,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
857,1,0.0,0.6355868308620256,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
859,0,1.0,0.36792055349407915,0.0,0.0,0.014110458666029575,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
860,0,1.0,0.5099271173661725,0.25,0.0,0.027537567642055148,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
861,0,0.5,0.2586076903744659,0.125,0.0,0.022446505098674838,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
862,1,0.0,0.5978889168132697,0.0,0.0,0.050610427826483444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
864,0,0.5,0.2963056044232219,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
865,1,0.5,0.5224930887157577,0.0,0.0,0.025374310111545468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
866,1,0.5,0.33400351847197784,0.125,0.0,0.027049600139910042,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
867,0,0.0,0.38426740387031916,0.0,0.0,0.09856123757927521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
868,0,1.0,0.36792055349407915,0.0,0.0,0.018542765081513996,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
869,1,1.0,0.04498617743151546,0.125,0.16666666666666666,0.021730754366528396,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
870,0,1.0,0.32143754712239253,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
871,1,0.0,0.5853229454636844,0.125,0.16666666666666666,0.10257896680493714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
872,0,0.0,0.4093993465694898,0.0,0.0,0.009759350042902102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
873,0,1.0,0.5853229454636844,0.0,0.0,0.017566830077223785,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
874,1,0.5,0.34656948982156316,0.125,0.0,0.04684488020593009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
875,1,1.0,0.18321186227695402,0.0,0.0,0.014102260811993537,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
876,0,1.0,0.24604171902488062,0.0,0.0,0.019217721730481106,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
877,0,1.0,0.2334757476752953,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
878,0,1.0,0.36792055349407915,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
880,1,0.5,0.3088715757728072,0.0,0.16666666666666666,0.050748620223090936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
881,0,1.0,0.4093993465694898,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
882,0,1.0,0.2711736617240512,0.0,0.0,0.02052723131923771,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
883,0,0.5,0.34656948982156316,0.0,0.0,0.020494635090094415,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
884,0,1.0,0.3088715757728072,0.0,0.0,0.013760683560491965,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
886,0,0.5,0.33400351847197784,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
887,1,0.0,0.2334757476752953,0.0,0.0,0.05855610025741262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
888,0,1.0,0.36792055349407915,0.125,0.3333333333333333,0.04577135170121086,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
889,1,0.0,0.32143754712239253,0.0,0.0,0.05855610025741262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
890,0,1.0,0.39683337521990447,0.0,0.0,0.015126992566498259,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
